local_bsz,step_time,sync_time,placement,num_nodes,num_replicas
4,0.4292915612459183,0.00189165199548,1,1,1
6,0.682349443435669,0.0013153800144791,1,1,1
8,0.5907069444656372,0.001612628005445,1,1,1
4,0.5204032808542252,0.1621739072799682,11,2,2
6,0.7279864996671677,0.1467312636375427,11,2,2
8,0.6918596029281616,0.1823469285964965,11,2,2
4,0.614736407995224,0.2488876714706421,12,2,3
6,0.8274611681699753,0.3664603786468505,12,2,3
8,0.7451562732458115,0.2840919466018676,12,2,3
4,0.6749060750007629,0.337071891784668,13,2,4
6,0.8913944065570831,0.3990126314163207,13,2,4
8,0.7634603381156921,0.3367360820770262,13,2,4
4,0.7353014498949051,0.3463895359039307,14,2,5
6,0.9676074385643004,0.4475344734191895,14,2,5
8,0.7967474013566971,0.3427306699752807,14,2,5
4,0.7005151659250259,0.3242216539382935,15,2,6
6,0.9385617077350616,0.4536907081604004,15,2,6
8,0.7805750370025635,0.3522419414520263,15,2,6
4,0.7379071712493896,0.3668633956909179,16,2,7
6,0.9428053051233292,0.4789566917419434,16,2,7
8,0.8047824949026108,0.430925703048706,16,2,7
4,0.728544294834137,0.3612606449127197,17,2,8
6,0.9445970356464386,0.4627016525268554,17,2,8
8,0.837722897529602,0.4175005874633788,17,2,8
4,0.7380492985248566,0.3517018299102784,18,2,9
6,0.9692989587783812,0.4745973949432372,18,2,9
8,0.8187285661697388,0.4020611286163329,18,2,9
4,0.5046068578958511,0.1268418583869934,2,1,2
6,0.7506143003702164,0.1241642775535583,2,1,2
8,0.6373366415500641,0.1467935910224914,2,1,2
4,0.6608543395996094,0.2781769723892212,22,2,4
6,0.8600921779870987,0.2565664043426514,22,2,4
8,0.7573691010475159,0.3188958473205566,22,2,4
4,0.7336049228906631,0.3713376941680908,23,2,5
6,0.9678873717784882,0.4335082950592041,23,2,5
8,0.7917980700731277,0.3865661468505859,23,2,5
4,0.7545060962438583,0.4096652545928955,24,2,6
6,0.9914793372154236,0.4522622013092041,24,2,6
8,0.8241404145956039,0.4343922157287597,24,2,6
4,0.7430473566055298,0.3865293655395508,25,2,7
6,0.973256692290306,0.4498053512573241,25,2,7
8,0.794942632317543,0.3884529781341553,25,2,7
4,0.7370495349168777,0.367852991104126,26,2,8
6,0.9468670338392258,0.4535611896514892,26,2,8
8,0.8357909172773361,0.4469860458374024,26,2,8
4,0.7100155800580978,0.3458767757415772,27,2,9
6,0.9317962825298308,0.392372363090515,27,2,9
8,0.7906935811042786,0.369633617401123,27,2,9
4,0.8067511767148972,0.436861665725708,28,2,10
6,1.0149791985750198,0.4967289848327637,28,2,10
8,0.8487175405025482,0.4406719055175781,28,2,10
4,0.5866382569074631,0.1895840582847595,3,1,3
6,0.8338881731033325,0.1800315675735473,3,1,3
8,0.6499982178211212,0.2162283110618591,3,1,3
4,0.7169981151819229,0.3453029384613038,33,2,6
6,0.9607398957014084,0.4223500852584839,33,2,6
8,0.8256050646305084,0.3808446455001831,33,2,6
4,0.7326730638742447,0.3649877157211303,34,2,7
6,0.9896362274885178,0.4259707412719726,34,2,7
8,0.8267427235841751,0.3992759780883789,34,2,7
4,0.7542493790388107,0.3952637481689453,35,2,8
6,1.0091698616743088,0.4256884346008301,35,2,8
8,0.8397825509309769,0.396016725540161,35,2,8
4,0.7540989518165588,0.361319299697876,36,2,9
6,0.9624733030796052,0.318760983467102,36,2,9
8,0.7962798327207565,0.376897138595581,36,2,9
4,0.7655669301748276,0.3875172882080077,37,2,10
6,1.010158732533455,0.422928129196167,37,2,10
8,0.8172634840011597,0.4081651649475098,37,2,10
4,0.7456664741039276,0.3761581974029541,38,2,11
6,0.9863243401050568,0.4289696559906005,38,2,11
8,0.7965541332960129,0.3752338066101074,38,2,11
4,0.6164288967847824,0.2260663232803345,4,1,4
6,0.8806215673685074,0.2893171014785766,4,1,4
8,0.7286921590566635,0.271079400062561,4,1,4
4,0.7247321158647537,0.3434743022918701,44,2,8
6,0.9827217012643814,0.3702107753753662,44,2,8
8,0.8130171149969101,0.3766541309356689,44,2,8
4,0.7465766370296478,0.3505135288238526,45,2,9
6,1.0161785185337069,0.4349635028839111,45,2,9
