local_bsz,step_time,sync_time,placement,num_nodes,num_replicas
6,0.8603757321834564,0.5720865249633789,28,2,10
8,0.8761282563209534,0.5405841178894042,28,2,10
11,0.8963949978351593,0.5020267124176024,28,2,10
12,0.9190143495798112,0.4961150970458983,28,2,10
4,0.5168520510196686,0.2707414484024047,3,1,3
6,0.538441076874733,0.232503529548645,3,1,3
8,0.5539246797561646,0.2196474866867065,3,1,3
11,0.5812224298715591,0.1805001525878906,3,1,3
12,0.5953057259321213,0.1597202425003052,3,1,3
4,0.784089595079422,0.5432665634155273,33,2,6
6,0.7962640076875687,0.5107326259613038,33,2,6
8,0.8147407919168472,0.4856044731140136,33,2,6
11,0.8464601188898087,0.4473007717132569,33,2,6
12,0.8508783429861069,0.4391711864471436,33,2,6
4,0.7169684171676636,0.4469117946624756,34,2,7
6,0.7371276617050171,0.4203056640625,34,2,7
8,0.7884596884250641,0.4330291709899903,34,2,7
11,0.8608130663633347,0.4575510482788086,34,2,7
12,0.807185173034668,0.3755376377105712,34,2,7
4,0.8708761781454086,0.6277186241149901,35,2,8
6,0.8984598517417908,0.6095065116882323,35,2,8
8,0.9061365127563475,0.5660194053649902,35,2,8
11,0.9014530777931212,0.512329481124878,35,2,8
12,0.9118265360593796,0.4818895168304443,35,2,8
4,0.9517861306667328,0.7032334976196288,36,2,9
6,0.9834681451320648,0.6713040885925292,36,2,9
8,0.9935210645198822,0.630688808441162,36,2,9
11,0.909914404153824,0.4951279258728026,36,2,9
12,0.9388128519058228,0.491309778213501,36,2,9
4,0.7627813965082169,0.5042625770568848,37,2,10
6,0.7994289398193359,0.4913067798614501,37,2,10
8,0.9293983280658722,0.5732174224853516,37,2,10
11,0.9478279203176498,0.5209987831115723,37,2,10
12,0.9787875860929488,0.5254174537658692,37,2,10
4,0.8933568894863129,0.6401828422546387,38,2,11
6,0.9057998657226562,0.6045321464538573,38,2,11
8,0.914149969816208,0.565040813446045,38,2,11
11,0.9424057006835938,0.5474174766540527,38,2,11
12,0.9677268713712692,0.5284133281707764,38,2,11
4,0.5734133571386337,0.3224066467285156,4,1,4
6,0.5999216884374619,0.2973005428314209,4,1,4
8,0.5759485512971878,0.2413860664367675,4,1,4
11,0.5754844546318054,0.1762882165908813,4,1,4
12,0.5847098231315613,0.1551704587936401,4,1,4
4,0.7919607162475586,0.5426984443664551,44,2,8
6,0.8215417861938477,0.5323795738220215,44,2,8
8,0.8233359903097153,0.4864385242462158,44,2,8
11,0.9086056053638458,0.509851442337036,44,2,8
12,0.9373254477977752,0.5100053787231446,44,2,8
4,0.7226797789335251,0.4747688121795654,45,2,9
6,0.8753437995910645,0.5785256500244141,45,2,9
